sales_key,customer_key,product_key,region_key,date_key,order_id,ship_date,ship_mode,sales,quantity,discount,profit,delivery_days,shipping_speed,profit_margin_pct,estimated_cost,discount_bucket,loss_flag
1127,413,453,133,205,US-2022-113362,2022-09-19,Standard Class,449.15,5,0.0,8.98299999999999,5,Medium,1.999999999999998,440.167,No Discount,0
1128,412,850,59,205,US-2022-160766,2022-09-14,Same Day,2799.96,4,0.0,1371.9804,0,Fast,49.0,1427.9796,No Discount,0
1129,412,851,59,205,US-2022-160766,2022-09-14,Same Day,287.96999999999997,3,0.0,80.6316,0,Fast,28.000000000000004,207.3384,No Discount,0
1130,412,852,59,205,US-2022-160766,2022-09-14,Same Day,16.99,1,0.0,4.417399999999999,0,Fast,25.999999999999996,12.5726,No Discount,0
1131,414,853,60,206,US-2022-149594,2022-09-19,Standard Class,103.936,4,0.2,16.889599999999998,4,Medium,16.249999999999996,87.0464,Low,0
1132,120,764,188,206,US-2022-138100,2022-09-20,Standard Class,14.56,2,0.0,6.2608000000000015,5,Medium,43.00000000000001,8.299199999999999,No Discount,0
1133,120,781,188,206,US-2022-138100,2022-09-20,Standard Class,14.94,3,0.0,7.021800000000001,5,Medium,47.00000000000001,7.918199999999999,No Discount,0
1134,213,537,30,207,US-2022-141152,2022-09-19,First Class,33.552,1,0.2,12.582,3,Medium,37.5,20.97,Low,0
1135,88,854,44,208,US-2022-103940,2022-09-21,Standard Class,35.34,2,0.0,13.429200000000002,4,Medium,38.0,21.9108,No Discount,0
1136,415,855,18,208,US-2022-131947,2022-09-22,Standard Class,38.256,3,0.2,4.781999999999995,5,Medium,12.499999999999986,33.474000000000004,Low,0
1137,415,856,18,208,US-2022-131947,2022-09-22,Standard Class,5.248,2,0.2,0.4592000000000003,5,Medium,8.750000000000005,4.7888,Low,0
1138,88,222,44,208,US-2022-103940,2022-09-21,Standard Class,137.24,5,0.2,46.3185,4,Medium,33.75,90.9215,Low,0
1139,416,857,60,208,US-2022-158638,2022-09-21,Standard Class,5.892000000000001,4,0.7,-4.1244,4,Medium,-69.99999999999997,10.0164,High,1
1140,247,858,252,208,US-2022-112851,2022-09-21,Standard Class,182.94,3,0.0,85.98179999999999,4,Medium,47.0,96.9582,No Discount,0
1141,415,737,18,208,US-2022-131947,2022-09-22,Standard Class,40.24,5,0.2,13.078,5,Medium,32.49999999999999,27.162000000000003,Low,0
1142,392,859,75,208,US-2022-117170,2022-09-24,Standard Class,4.6240000000000006,1,0.2,1.6762,7,Slow,36.24999999999999,2.947800000000001,Low,0
1143,415,860,18,208,US-2022-131947,2022-09-22,Standard Class,148.704,6,0.2,46.469999999999985,5,Medium,31.24999999999999,102.23400000000002,Low,0
1144,88,861,44,208,US-2022-103940,2022-09-21,Standard Class,57.92999999999999,3,0.0,16.2204,4,Medium,28.000000000000007,41.709599999999995,No Discount,0
1145,88,862,44,208,US-2022-103940,2022-09-21,Standard Class,30.28,2,0.0,1.211199999999998,4,Medium,3.999999999999994,29.068800000000003,No Discount,0
1146,392,863,75,208,US-2022-117170,2022-09-24,Standard Class,47.984,2,0.2,13.1956,7,Slow,27.500000000000004,34.7884,Low,0
1147,415,864,18,208,US-2022-131947,2022-09-22,Standard Class,55.92,10,0.2,16.776000000000007,5,Medium,30.00000000000001,39.14399999999999,Low,0
1148,415,865,18,208,US-2022-131947,2022-09-22,Standard Class,29.925,5,0.7,-21.944999999999993,5,Medium,-73.3333333333333,51.86999999999999,High,1
1149,184,446,188,209,US-2022-168130,2022-09-19,Same Day,887.103,7,0.1,177.42059999999998,0,Fast,20.0,709.6823999999999,Low,0
1150,39,866,116,209,US-2022-138177,2022-09-24,Standard Class,73.915,1,0.5,-45.82730000000001,5,Medium,-62.000000000000014,119.7423,Medium,1
1151,417,847,79,209,US-2022-159849,2022-09-19,Same Day,5.67,3,0.0,0.1134000000000001,0,Fast,2.0000000000000018,5.5565999999999995,No Discount,0
1152,418,518,253,209,US-2022-156601,2022-09-24,Standard Class,7.16,2,0.0,3.58,5,Medium,50.0,3.58,No Discount,0
1153,419,867,56,209,US-2022-132787,2022-09-23,Standard Class,92.52,6,0.0,24.980400000000007,4,Medium,27.000000000000007,67.5396,No Discount,0
1154,157,868,206,209,US-2022-127299,2022-09-24,Standard Class,67.344,6,0.2,7.576199999999989,5,Medium,11.249999999999986,59.76780000000001,Low,0
1155,192,817,57,209,US-2022-106992,2022-09-21,Second Class,3059.982,3,0.4,-509.9970000000007,2,Fast,-16.66666666666669,3569.9790000000007,Medium,1
1156,157,869,206,209,US-2022-127299,2022-09-24,Standard Class,2624.985,3,0.5,-944.9946000000004,5,Medium,-36.000000000000014,3569.9796000000006,Medium,1
1157,192,870,57,209,US-2022-106992,2022-09-21,Second Class,2519.9579999999996,7,0.4,-251.99579999999992,2,Fast,-9.999999999999998,2771.9537999999993,Medium,1
1158,420,243,254,210,US-2022-166744,2022-09-24,Standard Class,362.94,3,0.0,36.294,4,Medium,10.0,326.646,No Discount,0
1159,371,871,188,210,US-2022-125997,2022-09-23,First Class,801.5680000000001,2,0.2,-10.019600000000054,3,Medium,-1.2500000000000064,811.5876000000002,Low,1
1160,421,198,46,210,US-2022-120411,2022-09-23,First Class,493.4299999999999,5,0.3,-70.48999999999998,3,Medium,-14.285714285714285,563.9199999999998,Medium,1
1161,371,365,188,210,US-2022-125997,2022-09-23,First Class,631.782,2,0.1,140.39599999999993,3,Medium,22.22222222222221,491.3860000000001,Low,0
1162,420,872,254,210,US-2022-166744,2022-09-24,Standard Class,164.22,3,0.0,50.9082,4,Medium,31.0,113.3118,No Discount,0
1163,422,499,255,210,US-2022-134614,2022-09-25,Standard Class,617.7,6,0.5,-407.6820000000002,5,Medium,-66.00000000000003,1025.3820000000003,Medium,1
1164,423,873,109,210,US-2022-133704,2022-09-26,Standard Class,43.92,4,0.0,11.858400000000003,6,Slow,27.000000000000007,32.0616,No Discount,0
1165,371,264,188,210,US-2022-125997,2022-09-23,First Class,30.98,1,0.0,8.0548,3,Medium,26.0,22.9252,No Discount,0
1166,161,524,73,210,US-2022-151953,2022-09-25,Standard Class,2.8160000000000003,2,0.2,0.9856,5,Medium,35.0,1.8304,Low,0
1167,423,255,109,210,US-2022-133704,2022-09-26,Standard Class,20.232,3,0.2,6.575399999999998,6,Slow,32.49999999999999,13.6566,Low,0
1168,424,874,79,210,US-2022-156433,2022-09-26,Standard Class,9.96,2,0.0,4.5816,6,Slow,46.0,5.378400000000001,No Discount,0
1169,371,656,188,210,US-2022-125997,2022-09-23,First Class,75.17999999999999,6,0.0,35.334599999999995,3,Medium,47.0,39.8454,No Discount,0
1170,424,875,79,210,US-2022-156433,2022-09-26,Standard Class,21.72,4,0.0,10.6428,6,Slow,49.0,11.0772,No Discount,0
1171,425,849,37,210,US-2022-126480,2022-09-24,Standard Class,8.56,2,0.0,3.851999999999999,4,Medium,44.999999999999986,4.708000000000002,No Discount,0
1172,420,34,254,210,US-2022-166744,2022-09-24,Standard Class,59.98,2,0.0,26.391200000000005,4,Medium,44.000000000000014,33.58879999999999,No Discount,0
1173,421,876,46,210,US-2022-120411,2022-09-23,First Class,11.12,2,0.2,3.4749999999999996,3,Medium,31.25,7.645,Low,0
1174,371,877,188,210,US-2022-125997,2022-09-23,First Class,1349.91,9,0.0,661.4559,3,Medium,49.0,688.4541,No Discount,0
1175,371,227,188,210,US-2022-125997,2022-09-23,First Class,629.9499999999999,5,0.0,157.4875,3,Medium,25.000000000000007,472.4624999999999,No Discount,0
1176,202,878,256,210,CA-2022-153738,2022-09-22,First Class,37.68,6,0.0,16.96,2,Fast,45.010615711252655,20.72,No Discount,0
1177,182,879,257,211,US-2022-166310,2022-09-23,First Class,8.544,2,0.6,-7.475999999999999,2,Fast,-87.49999999999999,16.02,High,1
1178,297,880,202,211,US-2022-125514,2022-09-22,First Class,25.96,2,0.0,7.528399999999998,1,Fast,28.999999999999993,18.431600000000003,No Discount,0
1179,297,653,202,211,US-2022-125514,2022-09-22,First Class,36.27,3,0.0,10.880999999999997,1,Fast,29.99999999999999,25.389000000000006,No Discount,0
1180,224,881,11,211,US-2022-153969,2022-09-25,Standard Class,59.52,3,0.0,15.4752,4,Medium,25.999999999999996,44.0448,No Discount,0
1181,426,882,188,211,US-2022-124513,2022-09-25,Standard Class,66.03,3,0.0,17.1678,4,Medium,26.0,48.8622,No Discount,0
1182,427,788,15,211,US-2022-117478,2022-09-24,First Class,6.570000000000001,3,0.7,-5.036999999999999,3,Medium,-76.66666666666664,11.607,High,1
1183,224,55,11,211,US-2022-153969,2022-09-25,Standard Class,15.56,2,0.0,7.3132,4,Medium,47.0,8.2468,No Discount,0
1184,224,883,11,211,US-2022-153969,2022-09-25,Standard Class,78.35,5,0.0,36.82449999999999,4,Medium,47.0,41.5255,No Discount,0
1185,343,123,3,211,US-2022-168823,2022-09-24,First Class,20.808000000000003,9,0.2,7.0226999999999995,3,Medium,33.74999999999999,13.785300000000005,Low,0
1186,297,311,202,211,US-2022-125514,2022-09-22,First Class,6.48,1,0.0,3.1104000000000003,1,Fast,48.00000000000001,3.3696,No Discount,0
1187,224,133,11,211,US-2022-153969,2022-09-25,Standard Class,38.52,9,0.0,17.333999999999996,4,Medium,44.999999999999986,21.186000000000007,No Discount,0
1188,224,884,11,211,US-2022-153969,2022-09-25,Standard Class,19.35,3,0.0,9.4815,4,Medium,49.0,9.8685,No Discount,0
1189,343,885,3,211,US-2022-168823,2022-09-24,First Class,11.352000000000002,3,0.2,4.1151,3,Medium,36.24999999999999,7.236900000000002,Low,0
1190,428,886,65,211,US-2022-135972,2022-09-23,Second Class,1799.97,3,0.0,701.9883,2,Fast,38.99999999999999,1097.9817,No Discount,0
1191,224,887,11,211,US-2022-153969,2022-09-25,Standard Class,239.98400000000004,2,0.2,23.998400000000004,4,Medium,10.0,215.98560000000003,Low,0
1192,428,888,65,211,US-2022-135972,2022-09-23,Second Class,246.384,2,0.2,27.718199999999968,2,Fast,11.249999999999988,218.6658,Low,0
1193,429,889,58,212,US-2022-156160,2022-09-29,Standard Class,579.528,4,0.1,83.70959999999997,7,Slow,14.444444444444438,495.81840000000005,Low,0
1194,429,890,58,212,US-2022-156160,2022-09-29,Standard Class,97.44,3,0.0,35.078399999999995,7,Slow,35.99999999999999,62.3616,No Discount,0
1195,429,891,58,212,US-2022-156160,2022-09-29,Standard Class,13.04,4,0.0,5.7376000000000005,7,Slow,44.00000000000001,7.302399999999999,No Discount,0
1196,429,568,58,212,US-2022-156160,2022-09-29,Standard Class,3.984,1,0.2,1.3944,7,Slow,35.0,2.5896,Low,0
1197,398,360,258,212,US-2022-127488,2022-09-24,Second Class,4.608,2,0.2,1.6704,2,Fast,36.25000000000001,2.9376,Low,0
1198,147,892,124,212,US-2022-158225,2022-09-28,Standard Class,169.45,5,0.0,42.3625,6,Slow,25.0,127.0875,No Discount,0
1199,147,219,124,212,US-2022-158225,2022-09-28,Standard Class,40.68,2,0.0,0.4067999999999969,6,Slow,0.9999999999999925,40.2732,No Discount,0
1200,430,343,46,212,US-2022-103191,2022-09-27,Standard Class,331.536,3,0.2,-82.884,5,Medium,-25.0,414.42,Low,1
1201,297,666,29,213,US-2022-134733,2022-09-28,Standard Class,435.999,3,0.15,20.517599999999987,5,Medium,4.705882352941174,415.4814,Low,0
1202,431,49,10,213,US-2022-163650,2022-09-25,First Class,9.84,3,0.0,2.853599999999999,2,Fast,28.999999999999982,6.9864000000000015,No Discount,0
1203,44,893,182,213,US-2022-116904,2022-09-28,Standard Class,12.94,2,0.0,6.47,5,Medium,50.0,6.47,No Discount,0
1204,44,894,182,213,US-2022-116904,2022-09-28,Standard Class,9449.95,5,0.0,4630.4755000000005,5,Medium,49.0,4819.4745,No Discount,0
1205,46,404,58,213,US-2022-163559,2022-09-28,Second Class,139.44,3,0.2,47.06099999999999,5,Medium,33.75,92.379,Low,0
1206,432,103,188,213,US-2022-113964,2022-09-30,Standard Class,18.464,4,0.2,6.9239999999999995,7,Slow,37.5,11.54,Low,0
1207,433,347,174,213,US-2022-148369,2022-09-27,Standard Class,11.12,4,0.0,5.448799999999999,4,Medium,49.0,5.6712,No Discount,0
1208,431,895,10,213,US-2022-163650,2022-09-25,First Class,34.5,3,0.0,15.525,2,Fast,45.0,18.975,No Discount,0
1209,417,195,221,213,US-2022-147900,2022-09-28,Standard Class,28.8,9,0.2,10.080000000000002,5,Medium,35.0,18.72,Low,0
1210,44,896,182,213,US-2022-116904,2022-09-28,Standard Class,32.400000000000006,5,0.0,15.552,5,Medium,47.99999999999999,16.848000000000006,No Discount,0
1211,44,172,182,213,US-2022-116904,2022-09-28,Standard Class,404.9,5,0.0,16.195999999999984,5,Medium,3.999999999999996,388.704,No Discount,0
1212,297,450,29,213,US-2022-134733,2022-09-28,Standard Class,83.98400000000001,2,0.2,31.494,5,Medium,37.49999999999999,52.49000000000001,Low,0
1213,434,897,11,214,US-2022-123344,2022-09-29,Standard Class,211.96,4,0.0,8.478399999999993,5,Medium,3.999999999999997,203.4816,No Discount,0
1214,248,165,244,214,CA-2022-160325,2022-09-24,Same Day,391.98,2,0.0,109.75,0,Fast,27.99887749374968,282.23,No Discount,0
1215,248,898,244,214,CA-2022-160325,2022-09-24,Same Day,437.85,3,0.0,131.36,0,Fast,30.00114194358799,306.49,No Discount,0
1216,435,483,259,215,US-2022-112914,2022-09-30,Standard Class,300.53279999999995,2,0.32,-97.23120000000004,5,Medium,-32.35294117647061,397.764,Medium,1
1217,436,78,191,215,US-2022-141355,2022-09-30,Standard Class,14.576,2,0.2,2.368599999999999,5,Medium,16.249999999999993,12.207400000000002,Low,0
1218,435,899,259,215,US-2022-112914,2022-09-30,Standard Class,2.7239999999999993,2,0.8,-4.358400000000001,5,Medium,-160.00000000000009,7.082400000000001,High,1
1219,435,240,259,215,US-2022-112914,2022-09-30,Standard Class,3.264,2,0.2,1.1015999999999997,5,Medium,33.74999999999999,2.1624,Low,0
1220,435,900,259,215,US-2022-112914,2022-09-30,Standard Class,33.792,8,0.2,10.56,5,Medium,31.25,23.232,Low,0
1221,437,543,161,216,US-2022-132451,2022-09-27,First Class,585.552,3,0.2,73.19399999999996,1,Fast,12.499999999999991,512.3580000000001,Low,0
1222,392,901,6,216,US-2022-151925,2022-10-01,Second Class,145.568,2,0.2,0.0,5,Medium,0.0,145.568,Low,0
1223,72,35,15,216,US-2022-144974,2022-09-30,Standard Class,21.184,1,0.2,4.7664,4,Medium,22.499999999999996,16.4176,Low,0
1224,72,902,15,216,US-2022-144974,2022-09-30,Standard Class,41.376,6,0.2,3.103200000000001,4,Medium,7.500000000000003,38.2728,Low,0
1225,166,903,239,216,US-2022-115133,2022-09-30,Standard Class,16.704,6,0.2,1.2527999999999988,4,Medium,7.499999999999993,15.451200000000002,Low,0
1226,438,904,17,216,US-2022-164385,2022-10-01,Second Class,143.952,3,0.2,14.39520000000001,5,Medium,10.000000000000009,129.55679999999998,Low,0
1227,72,905,15,216,US-2022-144974,2022-09-30,Standard Class,5.970000000000001,5,0.7,-4.577,4,Medium,-76.66666666666666,10.547,High,1
1228,425,906,260,216,US-2022-152723,2022-09-26,Same Day,0.8759999999999998,1,0.8,-1.4016000000000002,0,Fast,-160.00000000000006,2.2776,High,1
1229,166,1,239,216,US-2022-115133,2022-09-30,Standard Class,32.896,4,0.2,11.102399999999996,4,Medium,33.749999999999986,21.793600000000005,Low,0
1230,437,896,161,216,US-2022-132451,2022-09-27,First Class,19.44,3,0.0,9.3312,1,Fast,48.00000000000001,10.1088,No Discount,0
1231,439,907,56,216,US-2022-127586,2022-09-30,Standard Class,310.12,2,0.0,80.6312,4,Medium,26.0,229.4888,No Discount,0
1232,166,908,239,216,US-2022-115133,2022-09-30,Standard Class,3.152,2,0.2,0.4727999999999996,4,Medium,14.999999999999988,2.6792000000000007,Low,0
1233,13,909,159,216,US-2022-115049,2022-10-01,Standard Class,153.824,11,0.2,38.456,5,Medium,25.0,115.368,Low,0
1234,440,329,29,217,US-2022-133130,2022-10-01,Standard Class,603.92,5,0.2,45.29400000000001,4,Medium,7.500000000000003,558.626,Low,0
1235,98,910,195,217,US-2022-120887,2022-10-03,Standard Class,87.53999999999999,3,0.0,37.6422,6,Slow,43.00000000000001,49.89779999999999,No Discount,0
1236,440,218,29,217,US-2022-133130,2022-10-01,Standard Class,81.98,2,0.0,40.1702,4,Medium,49.0,41.8098,No Discount,0
1237,21,911,215,218,US-2022-114335,2022-10-03,Standard Class,337.088,4,0.2,16.854399999999984,5,Medium,4.999999999999995,320.2336,Low,0
1238,441,912,261,218,US-2022-125136,2022-10-03,Standard Class,96.256,8,0.2,31.283199999999987,5,Medium,32.499999999999986,64.9728,Low,0
1239,441,67,261,218,US-2022-125136,2022-10-03,Standard Class,10.688,2,0.2,3.7408,5,Medium,35.0,6.9472000000000005,Low,0
1240,442,867,140,218,US-2022-107153,2022-10-03,Standard Class,46.26,3,0.0,12.490200000000003,5,Medium,27.000000000000007,33.7698,No Discount,0
1241,442,867,157,218,CA-2022-107153,2022-10-03,Standard Class,10.688,2,0.2,3.7408,5,Medium,35.0,6.9472000000000005,Low,0
1242,443,913,188,219,US-2022-124856,2022-10-03,Second Class,117.36,4,0.0,36.38159999999999,4,Medium,30.999999999999993,80.97840000000001,No Discount,0
1243,373,914,56,219,US-2022-126683,2022-10-01,Second Class,6.16,2,0.0,2.9568,2,Fast,48.0,3.2032000000000003,No Discount,0
1244,363,915,126,219,US-2022-146969,2022-10-03,Standard Class,204.6,2,0.0,53.196,4,Medium,26.0,151.404,No Discount,0
1245,373,136,56,219,US-2022-126683,2022-10-01,Second Class,2348.82,9,0.0,399.29939999999976,2,Fast,16.99999999999999,1949.5206000000005,No Discount,0
1246,444,553,17,219,US-2022-122931,2022-10-03,Standard Class,67.17599999999999,1,0.4,-20.152800000000006,4,Medium,-30.000000000000018,87.3288,Medium,1
1247,444,184,17,219,US-2022-122931,2022-10-03,Standard Class,409.272,2,0.4,-81.8544,4,Medium,-20.0,491.1264,Medium,1
1248,444,524,17,219,US-2022-122931,2022-10-03,Standard Class,4.224,3,0.2,1.4783999999999995,4,Medium,34.999999999999986,2.7456000000000005,Low,0
1249,445,878,56,219,US-2022-111962,2022-10-04,Standard Class,10.048000000000002,2,0.2,3.139999999999999,5,Medium,31.249999999999982,6.908000000000003,Low,0
1250,363,162,126,219,US-2022-146969,2022-10-03,Standard Class,8.72,4,0.0,2.8776,4,Medium,33.0,5.8424000000000005,No Discount,0
1251,443,916,188,219,US-2022-124856,2022-10-03,Second Class,18.9,3,0.0,8.693999999999999,4,Medium,46.0,10.206,No Discount,0
1252,444,917,17,219,US-2022-122931,2022-10-03,Standard Class,55.44,11,0.2,18.017999999999997,4,Medium,32.49999999999999,37.422,Low,0
1253,444,918,17,219,US-2022-122931,2022-10-03,Standard Class,20.928,4,0.2,6.8016,4,Medium,32.49999999999999,14.1264,Low,0
1254,443,676,188,219,US-2022-124856,2022-10-03,Second Class,77.52,2,0.0,37.9848,4,Medium,49.00000000000001,39.5352,No Discount,0
1255,363,919,126,219,US-2022-146969,2022-10-03,Standard Class,6.48,1,0.0,3.1104000000000003,4,Medium,48.00000000000001,3.3696,No Discount,0
1256,445,920,56,219,US-2022-111962,2022-10-04,Standard Class,807.75,5,0.0,153.47250000000005,5,Medium,19.000000000000007,654.2774999999999,No Discount,0
1257,443,907,188,219,US-2022-124856,2022-10-03,Second Class,1395.54,9,0.0,362.8404000000001,4,Medium,26.000000000000007,1032.6996,No Discount,0
1258,363,921,126,219,US-2022-146969,2022-10-03,Standard Class,62.18,1,0.0,16.788600000000002,4,Medium,27.0,45.3914,No Discount,0
1259,444,716,17,219,US-2022-122931,2022-10-03,Standard Class,1801.632,6,0.2,-337.80600000000004,4,Medium,-18.750000000000004,2139.438,Low,1
1260,363,922,126,219,US-2022-146969,2022-10-03,Standard Class,686.32,2,0.2,223.05399999999997,4,Medium,32.49999999999999,463.2660000000001,Low,0
1261,226,118,58,220,US-2022-159478,2022-10-06,Standard Class,15.24,3,0.0,5.1815999999999995,6,Slow,34.0,10.0584,No Discount,0
1262,446,376,262,220,US-2022-140886,2022-10-04,Standard Class,69.21600000000001,6,0.2,11.247599999999997,4,Medium,16.249999999999993,57.96840000000001,Low,0
1263,447,923,248,220,US-2022-141649,2022-09-30,Same Day,795.4080000000001,6,0.2,59.65559999999999,0,Fast,7.499999999999998,735.7524000000001,Low,0
1264,448,505,35,220,US-2022-137351,2022-10-04,Standard Class,43.176,7,0.2,13.4925,4,Medium,31.25,29.6835,Low,0
1265,281,924,188,220,US-2022-102008,2022-10-04,Standard Class,48.94,1,0.0,24.47,4,Medium,50.0,24.47,No Discount,0
1266,350,896,263,220,US-2022-167633,2022-10-05,Standard Class,15.552000000000003,3,0.2,5.4432,5,Medium,34.99999999999999,10.108800000000002,Low,0
1267,84,925,264,221,US-2022-132745,2022-10-05,Standard Class,4.71,1,0.0,0.0,4,Medium,0.0,4.71,No Discount,0
1268,449,926,250,222,US-2022-108189,2022-10-05,First Class,12.768,6,0.2,4.628400000000001,3,Medium,36.25000000000001,8.1396,Low,0
1269,449,927,250,222,US-2022-108189,2022-10-05,First Class,4.672,2,0.2,1.4599999999999995,3,Medium,31.249999999999993,3.212,Low,0
1270,449,928,250,222,US-2022-108189,2022-10-05,First Class,9.408,2,0.2,3.4103999999999997,3,Medium,36.25,5.9976,Low,0
1271,449,929,250,222,US-2022-108189,2022-10-05,First Class,15.36,2,0.2,-3.2639999999999993,3,Medium,-21.249999999999996,18.624,Low,1
1272,449,930,250,222,US-2022-108189,2022-10-05,First Class,7.16,1,0.2,-0.089500000000001,3,Medium,-1.250000000000014,7.249500000000001,Low,1
1273,449,321,250,222,US-2022-108189,2022-10-05,First Class,230.376,3,0.2,20.15789999999999,3,Medium,8.749999999999995,210.2181,Low,0
1274,449,931,250,222,US-2022-108189,2022-10-05,First Class,318.40000000000003,2,0.2,107.46,3,Medium,33.75,210.94000000000003,Low,0
1275,450,932,89,223,US-2022-157882,2022-10-08,Second Class,122.352,3,0.2,13.764599999999994,5,Medium,11.249999999999996,108.5874,Low,0
1276,451,581,265,223,US-2022-153976,2022-10-08,Second Class,258.279,3,0.3,-70.10430000000002,5,Medium,-27.142857142857153,328.3833,Medium,1
1277,452,785,78,223,US-2022-120775,2022-10-07,Standard Class,31.776000000000003,3,0.6,-19.065600000000007,4,Medium,-60.00000000000002,50.841600000000014,High,1
1278,450,128,89,223,US-2022-157882,2022-10-08,Second Class,143.432,1,0.2,3.5857999999999848,5,Medium,2.49999999999999,139.8462,Low,0
1279,426,502,266,223,US-2022-155817,2022-10-09,Standard Class,6.192,3,0.2,0.4644000000000003,6,Slow,7.500000000000005,5.7276,Low,0
1280,453,369,54,223,US-2022-108903,2022-10-03,Same Day,55.98400000000001,2,0.2,4.1987999999999985,0,Fast,7.499999999999996,51.78520000000001,Low,0
1281,452,584,78,223,US-2022-120775,2022-10-07,Standard Class,1.7879999999999996,3,0.8,-3.0396,4,Medium,-170.00000000000003,4.8275999999999994,High,1
1282,453,933,54,223,US-2022-108903,2022-10-03,Same Day,14.480000000000002,5,0.2,4.886999999999999,0,Fast,33.749999999999986,9.593000000000004,Low,0
1283,452,925,78,223,US-2022-120775,2022-10-07,Standard Class,15.072,4,0.2,-3.768,4,Medium,-25.0,18.84,Low,1
1284,452,729,78,223,US-2022-120775,2022-10-07,Standard Class,4.344,3,0.2,0.8687999999999998,4,Medium,19.999999999999993,3.4752000000000005,Low,0
1285,452,934,78,223,US-2022-120775,2022-10-07,Standard Class,4.928000000000001,2,0.2,1.7247999999999997,4,Medium,34.999999999999986,3.203200000000001,Low,0
1286,426,699,266,223,US-2022-155817,2022-10-09,Standard Class,61.568,2,0.2,4.6175999999999995,6,Slow,7.5,56.9504,Low,0
1287,453,935,54,223,US-2022-108903,2022-10-03,Same Day,142.488,3,0.2,-3.5622000000000043,0,Fast,-2.500000000000003,146.05020000000002,Low,1
1288,399,936,30,224,US-2022-166891,2022-10-06,First Class,589.41,5,0.1,-6.549000000000049,2,Fast,-1.1111111111111194,595.9590000000001,Low,1
1289,454,564,101,224,US-2022-153479,2022-10-08,Standard Class,95.648,2,0.2,31.08559999999999,4,Medium,32.49999999999999,64.56240000000001,Low,0
1290,455,937,56,224,US-2022-102085,2022-10-09,Standard Class,29.24,4,0.0,13.7428,5,Medium,47.0,15.497199999999998,No Discount,0
1291,454,938,101,224,US-2022-153479,2022-10-08,Standard Class,14.45,5,0.0,6.7915,4,Medium,47.0,7.658499999999999,No Discount,0
1292,456,500,54,225,US-2022-152422,2022-10-10,Second Class,91.92,5,0.2,11.489999999999991,5,Medium,12.499999999999991,80.43,Low,0
1293,354,411,92,225,US-2022-152233,2022-10-06,First Class,99.98,2,0.0,34.992999999999995,1,Fast,34.99999999999999,64.98700000000001,No Discount,0
1294,457,939,267,225,CA-2022-131807,2022-10-10,Standard Class,435.17,4,0.2,-59.84,5,Medium,-13.750947905416275,495.01,Low,1
1295,457,652,268,225,CA-2022-131807,2022-10-10,Standard Class,72.9,5,0.0,26.97,5,Medium,36.995884773662546,45.93000000000001,No Discount,0
1296,457,480,268,225,CA-2022-131807,2022-10-10,Standard Class,206.35,3,0.2,5.16,5,Medium,2.5006057669008968,201.19,Low,0
1297,457,940,268,225,CA-2022-131807,2022-10-10,Standard Class,15.8,4,0.0,4.11,5,Medium,26.0126582278481,11.69,No Discount,0
1298,457,324,267,225,CA-2022-131807,2022-10-10,Standard Class,14.9,5,0.0,6.85,5,Medium,45.9731543624161,8.05,No Discount,0
1299,457,326,268,225,CA-2022-131807,2022-10-10,Standard Class,7.99,1,0.2,2.7,5,Medium,33.79224030037547,5.29,Low,0
1300,458,783,202,226,US-2022-132542,2022-10-08,Second Class,15.36,2,0.0,7.68,2,Fast,50.0,7.68,No Discount,0
1301,455,941,60,226,US-2022-110611,2022-10-13,Standard Class,83.92000000000002,5,0.2,-13.637000000000011,7,Slow,-16.250000000000007,97.55700000000004,Low,1
1302,386,942,269,226,US-2022-109680,2022-10-09,First Class,386.34,2,0.0,54.08760000000001,3,Medium,14.000000000000004,332.25239999999997,No Discount,0
1303,21,943,37,226,US-2022-134677,2022-10-10,Standard Class,9.09,3,0.0,1.9088999999999996,4,Medium,20.999999999999996,7.181100000000001,No Discount,0
1304,383,853,15,227,US-2022-117429,2022-10-13,Standard Class,129.92,5,0.2,21.112,6,Slow,16.25,108.808,Low,0
1305,135,646,78,227,US-2022-132801,2022-10-12,Standard Class,107.44,10,0.2,10.744000000000009,5,Medium,10.000000000000009,96.69599999999998,Low,0
1306,420,944,188,228,US-2022-119977,2022-10-13,Second Class,123.92,4,0.0,55.764,5,Medium,45.0,68.156,No Discount,0
1307,428,945,206,228,US-2022-142951,2022-10-08,Same Day,23.472,3,0.2,4.987799999999998,0,Fast,21.249999999999993,18.4842,Low,0
1308,380,469,91,229,US-2022-138240,2022-10-14,Standard Class,144.60000000000002,3,0.0,41.93399999999998,5,Medium,28.999999999999982,102.66600000000004,No Discount,0
1309,248,282,270,229,US-2022-137911,2022-10-15,Standard Class,88.768,2,0.2,31.068799999999996,6,Slow,35.0,57.699200000000005,Low,0
1310,380,609,91,229,US-2022-138240,2022-10-14,Standard Class,15.992,1,0.2,-2.998500000000002,5,Medium,-18.750000000000018,18.990500000000004,Low,1
1311,459,932,271,230,US-2022-140403,2022-10-10,Same Day,122.352,3,0.2,13.764599999999994,0,Fast,11.249999999999996,108.5874,Low,0
1312,29,620,181,230,US-2022-150329,2022-10-14,Standard Class,46.872,7,0.2,3.515399999999998,4,Medium,7.499999999999996,43.3566,Low,0
1313,460,946,95,230,US-2022-134054,2022-10-10,Same Day,255.84999999999997,7,0.0,112.574,0,Fast,44.00000000000001,143.27599999999995,No Discount,0
